x,y,value,group,label,facet,source,target,weight,lower,upper
0,-0.6387722381287619,0.6519865634940554,item_01,item_01,,0,-0.6387722381287619,0.6519865634940554,0.5593942161277728,0.7445789108603379
1,0.093627634599808,0.8775564461307048,item_02,item_02,,1,0.093627634599808,0.8775564461307048,0.7849640987644223,0.9701487934969873
2,0.16248526154986415,0.9409569670335858,item_03,item_03,,2,0.16248526154986415,0.9409569670335858,0.8483646196673033,1.0335493143998684
3,0.74077595895435,1.2490544880717533,item_04,item_04,,3,0.74077595895435,1.2490544880717533,1.1564621407054707,1.341646835438036
4,0.7485793524342343,0.8236655763483599,item_05,item_05,,4,0.7485793524342343,0.8236655763483599,0.7310732289820774,0.9162579237146424
5,1.036354025969966,1.4586828860845031,item_06,item_06,,5,1.036354025969966,1.4586828860845031,1.3660905387182205,1.5512752334507858
6,0.4976728561894536,1.374832688970423,item_07,item_07,,6,0.4976728561894536,1.374832688970423,1.2822403416041404,1.4674250363367056
7,1.1108908500209551,1.9560976415275713,item_08,item_08,,7,1.1108908500209551,1.9560976415275713,1.8635052941612886,2.048689988893854
8,0.5025619017439744,0.5934647954707404,item_09,item_09,,8,0.5025619017439744,0.5934647954707404,0.5008724481044579,0.6860571428370229
9,0.6899131342692971,1.1709894348136272,item_10,item_10,,9,0.6899131342692971,1.1709894348136272,1.0783970874473445,1.2635817821799098
10,0.8693505512732145,1.2602838782903403,item_11,item_11,,10,0.8693505512732145,1.2602838782903403,1.1676915309240576,1.352876225656623
11,0.24998426960600206,0.45630537731298915,item_12,item_12,,11,0.24998426960600206,0.45630537731298915,0.36371302994670657,0.5488977246792717
12,0.4731413309614747,1.2927252243514231,item_13,item_13,,12,0.4731413309614747,1.2927252243514231,1.2001328769851405,1.3853175717177058
13,0.2574617527987936,0.9495369573038857,item_14,item_14,,13,0.2574617527987936,0.9495369573038857,0.8569446099376031,1.0421293046701683
14,-0.28407254797211423,1.18566953908785,item_15,item_15,,14,-0.28407254797211423,1.18566953908785,1.0930771917215674,1.2782618864541326
15,-0.3821870494554932,0.8449950768761726,item_16,item_16,,15,-0.3821870494554932,0.8449950768761726,0.7524027295098901,0.9375874242424551
16,-0.9031719932014158,1.6545316088679656,item_17,item_17,,16,-0.9031719932014158,1.6545316088679656,1.561939261501683,1.7471239562342482
17,-1.1901383793294562,1.8496188346500488,item_18,item_18,,17,-1.1901383793294562,1.8496188346500488,1.7570264872837662,1.9422111820163315
18,-1.1375176783302685,1.2694006400869549,item_19,item_19,,18,-1.1375176783302685,1.2694006400869549,1.1768082927206722,1.3619929874532375
19,-0.9803861096504171,1.578776029741174,item_20,item_20,,19,-0.9803861096504171,1.578776029741174,1.4861836823748913,1.6713683771074566
20,-1.1587330546219552,1.3658395078636527,item_21,item_21,,20,-1.1587330546219552,1.3658395078636527,1.27324716049737,1.4584318552299353
21,-0.540449976042635,1.2511516818893442,item_22,item_22,,21,-0.540449976042635,1.2511516818893442,1.1585593345230616,1.3437440292556269
22,-0.673682252040993,0.7975547901699699,item_23,item_23,,22,-0.673682252040993,0.7975547901699699,0.7049624428036874,0.8901471375362524
23,-0.2657028797993898,0.7780347284332748,item_24,item_24,,23,-0.2657028797993898,0.7780347284332748,0.6854423810669923,0.8706270757995573
24,-0.08424001117894528,0.3246176917994589,item_25,item_25,,24,-0.08424001117894528,0.3246176917994589,0.2320253444331763,0.41721003916574145
25,-0.28205272120626446,0.32437721814412634,item_26,item_26,,25,-0.28205272120626446,0.32437721814412634,0.23178487077784377,0.4169695655104089
26,-0.08202121068248308,0.16008140156440437,item_27,item_27,,26,-0.08202121068248308,0.16008140156440437,0.0674890541981218,0.25267374893068695
27,0.4040789530100401,0.6386658777205578,item_28,item_28,,27,0.4040789530100401,0.6386658777205578,0.5460735303542753,0.7312582250868404
28,0.6104788671342224,1.4150232742268,item_29,item_29,,28,0.6104788671342224,1.4150232742268,1.3224309268605174,1.5076156215930827
29,0.7635048791966123,1.1001341003019585,item_30,item_30,,29,0.7635048791966123,1.1001341003019585,1.0075417529356758,1.192726447668241
30,0.8448387778583697,1.503126705186273,item_31,item_31,,30,0.8448387778583697,1.503126705186273,1.4105343578199903,1.5957190525525555
31,1.2329033518468155,1.5666443124425666,item_32,item_32,,31,1.2329033518468155,1.5666443124425666,1.474051965076284,1.6592366598088493
32,0.9227277924580972,1.1949023462659765,item_33,item_33,,32,0.9227277924580972,1.1949023462659765,1.1023099988996938,1.287494693632259
33,1.2163281001873678,2.0891094224563336,item_34,item_34,,33,1.2163281001873678,2.0891094224563336,1.996517075090051,2.181701769822616
34,0.8324433767364183,1.4872069853659742,item_35,item_35,,34,0.8324433767364183,1.4872069853659742,1.3946146379996915,1.5797993327322568
35,0.631656388670877,1.3531720607858797,item_36,item_36,,35,0.631656388670877,1.3531720607858797,1.260579713419597,1.4457644081521623
