x,y,z,value,trajectory,group
0.35,0.0,-0.9950503417429778,0.23829693169665714,0.0,early
0.35280131246951474,0.009257723245984563,-1.0233765871519505,0.28929288018736116,0.026234594184465915,early
0.35535579970146625,0.01866235945958722,-0.9879920607309163,0.4804722043768571,0.05246918836893183,early
0.35765768415564064,0.02820727797735968,-0.9453605975832161,0.3064392590832946,0.07870378255339774,early
0.35970136767117633,0.03788564620800975,-1.0874533593535252,0.5710494975371103,0.10493837673786366,early
0.3614814380817716,0.047690434516130586,-0.8764915152051158,0.2865386611349158,0.13117297092232957,early
0.36299267569717875,0.05761442131394009,-1.00053946388401,0.4550600479021355,0.1574075651067955,early
0.3642300596446253,0.0676501983573517,-1.0043655814592138,0.4942057308025535,0.1836421592912614,early
0.3651887740639073,0.07779017624250711,-1.0269099117745237,0.4529699027735705,0.20987675347572732,early
0.36586421415000525,0.08802659009871448,-0.9036958189245878,0.39141907007741955,0.23611134766019323,early
0.3662519920371859,0.09835150547355054,-0.9146159935321966,0.6512030414511469,0.26234594184465915,early
0.36634794251867286,0.10875682440570406,-0.875959832693544,0.4525420095729449,0.28858053602912503,early
0.3661481285960911,0.11923429168095998,-0.8925525417229545,0.523314481130072,0.314815130213591,early
0.3656488468530188,0.12977550126654852,-0.9258689727608318,0.35921963454112227,0.3410497243980569,early
0.3648466326471173,0.14037190291891333,-0.9174496806528121,0.540862583680423,0.3672843185825228,early
0.36373826511544377,0.15101480895978442,-0.8765576121759671,0.3590965312845007,0.3935189127669887,early
0.36232077198770035,0.16169540121527926,-0.9808404956672568,0.7198751947344098,0.41975350695145464,early
0.3605914342023192,0.1724047381125952,-0.9264489636329483,0.6596524967832051,0.4459881011359206,early
0.35854779032043793,0.1831337619287027,-0.8962943761734363,0.7749821105328637,0.47222269532038647,early
0.35618764073297665,0.19387330618529564,-0.9418705013005968,0.6088879145192473,0.49845728950485235,early
0.353509051656194,0.20461410318411186,-0.8669297521977584,0.757773997701001,0.5246918836893183,early
0.35051035891126164,0.21534679167659249,-0.9268709317843614,0.8156390019140507,0.5509264778737842,early
0.3471901714835731,0.22606192466171296,-0.8608847881297308,0.5320916123989345,0.5771610720582501,early
0.34354737485767467,0.2367499773056876,-0.8883266942041707,0.5917291149281818,0.603395666242716,early
0.33958113412388735,0.24740135497711926,-0.8645219331321201,0.5691172455738647,0.629630260427182,early
0.33529089685287167,0.25800640139104797,-0.9788462312492539,0.773748106197144,0.6558648546116479,early
0.33067639573457464,0.2685554068552311,-0.9349163914562814,0.8129791669170522,0.6820994487961138,early
0.3257376509781868,0.2790386166118792,-0.7981358943514093,0.7588741814003253,0.7083340429805797,early
0.3204749724699345,0.28944623926796553,-0.8636363238812833,0.5710544401138676,0.7345686371650456,early
0.31488896168572617,0.29976845530712326,-0.8747120825359581,0.6942783832658673,0.7608032313495116,early
0.3089805133558738,0.309995425676055,-0.8075224230285305,0.6811880966672178,0.7870378255339774,early
0.30275081687931416,0.32011730043828446,-0.8158026154103485,0.5756442480011362,0.8132724197184433,early
0.2962013574849575,0.33012422748800013,-0.8591729484893015,0.8569518295482181,0.8395070139029093,early
0.2893339171380041,0.340006361316663,-0.8904637678063938,0.9730045969672207,0.8657416080873752,early
0.28215057518927594,0.3497538718249767,-0.7297343070258894,0.9326300890039334,0.8919762022718412,early
0.2746537087658264,0.3593569531727546,-0.8014586517823623,0.6578351145571406,0.918210796456307,early
0.2668459929013064,0.3688058326591605,-0.9327366678494766,0.8797014478458713,0.9444453906407729,early
0.2587304004047793,0.3780907796257399,-0.7835569153069691,0.5108326964502832,0.9706799848252389,early
0.25031020146690125,0.38720211437462176,-0.7833276449223258,0.5917062019248661,0.9969145790097047,early
0.24158896300259752,0.3961302170942197,-0.7761127395472703,0.806036384944119,1.0231491731941706,early
0.2325705477295943,0.40486553678473397,-0.8446929813532421,0.6465864166996795,1.0493837673786366,early
0.22325911298238174,0.41339860017572544,-0.7276908974720668,0.706613841167209,1.0756183615631025,early
0.21365910926141307,0.4217200206280089,-0.8563622195536419,0.9521487939919238,1.1018529557475685,early
0.20377527851756697,0.4298205070121023,-0.7343255969939773,0.722925100115377,1.1280875499320344,early
0.19361265217212717,0.43769087255545575,-0.7849500314552129,0.8221272910293543,1.1543221441165001,early
0.1831765488727571,0.4453220436506831,-0.6961763677013209,0.727657410538088,1.180556738300966,early
0.17247257198617783,0.4527050686170247,-0.8168448932944654,0.8257922090261853,1.206791332485432,early
0.16150660682847853,0.4598311264072779,-0.7472542282472018,0.8589081255136475,1.233025926669898,early
0.15028481763421986,0.46669153525245227,-0.7338612541922896,0.7229951974996789,1.259260520854364,early
0.13881364426571358,0.4732777612364278,-0.7994882710898291,0.6499653663770409,1.2854951150388298,early
0.12709979866408833,0.47958142679292487,-0.7748989799889887,0.8253234967572671,1.3117297092232958,early
0.1151502610439767,0.4855943191171352,-0.7959617636912625,0.6086462388382565,1.3379643034077617,early
0.10297227583388141,0.4913083984844005,-0.7379024801181582,0.8724687932756128,1.3641988975922277,early
